freq	freq_mln	orth_pres	orth_past	ipa_pres	ipa_past	Infl
6	0	fiddle	fiddled	fIdl,	fIdl,d	reg
4	0	fidget	fidgeted	fIdZIt	fIdZItId	reg
2	0	field	fielded	fi:ld	fi:ldId	reg
28	2	figure	figured	fIg@r*	fIg@d	reg
2	0	filch	filched	fIltS	fIltSt	reg
33	2	file	filed	faIl	faIld	reg
277	15	fill	filled	fIl	fIld	reg
1	0	fillet	filleted	fIlIt	fIlItId	reg
11	1	film	filmed	fIlm	fIlmd	reg
13	1	filter	filtered	fIlt@r*	fIlt@d	reg
2	0	finalize	finalized	faIn@laIz	faIn@laIzd	reg
31	2	finance	financed	faIn&ns	faIn&nst	reg
17	1	fine	fined	faIn	faInd	reg
8	0	finger	fingered	fINg@r*	fINg@d	reg
2	0	fingerprint	fingerprinted	fINg@prInt	fINg@prIntId	reg
287	16	finish	finished	fInIS	fInISt	reg
92	5	fire	fired	faI@r*	faI@d	reg
2	0	firm	firmed	f3:m	f3:md	reg
31	2	fish	fished	fIS	fISt	reg
60	3	fit	fitted	fIt	fItId	reg
2	0	fixate	fixated	fIkseIt	fIkseItId	reg
57	3	fix	fixed	fIks	fIkst	reg
1	0	fizz	fizzed	fIz	fIzd	reg
2	0	fizzle	fizzled	fIzl,	fIzl,d	reg
3	0	flabbergast	flabbergasted	fl&b@gA:st	fl&b@gA:stId	reg
4	0	flag	flagged	fl&g	fl&gd	reg
2	0	flail	flailed	fleIl	fleIld	reg
5	0	flake	flaked	fleIk	fleIkt	reg
3	0	flame	flamed	fleIm	fleImd	reg
13	1	flank	flanked	fl&Nk	fl&Nkt	reg
12	1	flap	flapped	fl&p	fl&pt	reg
15	1	flare	flared	flE@r*	flE@d	reg
45	3	flash	flashed	fl&S	fl&St	reg
21	1	flatten	flattened	fl&tn,	fl&tn,d	reg
21	1	flatter	flattered	fl&t@r*	fl&t@d	reg
2	0	flaunt	flaunted	flO:nt	flO:ntId	reg
7	0	flavour	flavoured	fleIv@r*	fleIv@d	reg
9	1	flaw	flawed	flO:	flO:d	reg
3	0	flay	flayed	fleI	fleId	reg
4	0	fleck	flecked	flEk	flEkt	reg
60	3	flee	fled	fli:	flEd	irreg
1	0	fleece	fleeced	fli:s	fli:st	reg
102	6	fly	flew	flaI	flu:	irreg
7	0	flex	flexed	flEks	flEkst	reg
19	1	flick	flicked	flIk	flIkt	reg
17	1	flicker	flickered	flIk@r*	flIk@d	reg
9	1	flinch	flinched	flIntS	flIntSt	reg
15	1	flip	flipped	flIp	flIpt	reg
5	0	flirt	flirted	fl3:t	fl3:tId	reg
4	0	flit	flitted	flIt	flItId	reg
36	2	float	floated	fl@Ut	fl@UtId	reg
6	0	flock	flocked	flOk	flOkt	reg
3	0	flog	flogged	flOg	flOgd	reg
29	2	flood	flooded	flVd	flVdId	reg
4	0	floodlight	floodlit	flVdlaIt	flVdlIt	irreg
3	0	floor	floored	flO:r*	flO:d	reg
9	1	flop	flopped	flOp	flOpt	reg
2	0	flounce	flounced	flaUns	flaUnst	reg
3	0	flounder	floundered	flaUnd@r*	flaUnd@d	reg
3	0	flour	floured	flaU@r*	flaU@d	reg
20	1	flourish	flourished	flVrIS	flVrISt	reg
2	0	flout	flouted	flaUt	flaUtId	reg
36	2	flow	flowed	fl@U	fl@Ud	reg
6	0	flower	flowered	flaU@r*	flaU@d	reg
4	0	fluctuate	fluctuated	flVktSUeIt	flVktSUeItId	reg
1	0	fluff	fluffed	flVf	flVft	reg
1	0	flummox	flummoxed	flVm@ks	flVm@kst	reg
65	4	fling	flung	flIN	flVN	irreg
2	0	flunk	flunked	flVNk	flVNkt	reg
27	2	flush	flushed	flVS	flVSt	reg
7	0	fluster	flustered	flVst@r*	flVst@d	reg
6	0	flute	fluted	flu:t	flu:tId	reg
17	1	flutter	fluttered	flVt@r*	flVt@d	reg
1	0	foal	foaled	f@Ul	f@Uld	reg
2	0	foam	foamed	f@Um	f@Umd	reg
43	2	focus	focussed	f@Uk@s	f@Uk@st	reg
3	0	foil	foiled	fOIl	fOIld	reg
85	5	fold	folded	f@Uld	f@UldId	reg
469	26	follow	followed	fOl@U	fOl@Ud	reg
1	0	foment	fomented	f@UmEnt	f@UmEntId	reg
2	0	fondle	fondled	fOndl,	fOndl,d	reg
17	1	fool	fooled	fu:l	fu:ld	reg
2	0	foot	footed	fUt	fUtId	reg
1	0	forage	foraged	fOrIdZ	fOrIdZd	reg
14	1	forbid	forbade	f@bId	f@b&d	irreg
3	0	forbear	forbore	fO:bE@r*	fO:bO:r*	irreg
297	17	force	forced	fO:s	fO:st	reg
2	0	force-feed	force-fed	fO:sfi:d	fO:sfEd	irreg
1	0	ford	forded	fO:d	fO:dId	reg
1	0	forearm	forearmed	fO:rA:m	fO:rA:md	reg
1	0	foreclose	foreclosed	fO:kl@Uz	fO:kl@Uzd	reg
1	0	foreordain	foreordained	fO:rO:deIn	fO:rO:deInd	reg
9	1	foresee	foresaw	fO:si:	fO:sO:	irreg
3	0	foreshadow	foreshadowed	fO:S&d@U	fO:S&d@Ud	reg
2	0	foreshorten	foreshortened	fO:SO:tn,	fO:SO:tn,d	reg
4	0	forestall	forestalled	fO:stO:l	fO:stO:ld	reg
5	0	foretell	foretold	fO:tEl	fO:t@Uld	irreg
4	0	forewarn	forewarned	fO:wO:n	fO:wO:nd	reg
6	0	forfeit	forfeited	fO:fIt	fO:fItId	reg
11	1	forgive	forgave	f@gIv	f@geIv	irreg
22	1	forge	forged	fO:dZ	fO:dZd	reg
104	6	forget	forgot	f@gEt	f@gOt	irreg
2	0	fork	forked	fO:k	fO:kt	reg
8	0	formalize	formalized	fO:m@laIz	fO:m@laIzd	reg
231	13	form	formed	fO:m	fO:md	reg
23	1	formulate	formulated	fO:mjUleIt	fO:mjUleItId	reg
2	0	forsake	forsook	f@seIk	f@sUk	irreg
14	1	fortify	fortified	fO:tIfaI	fO:tIfaId	reg
4	0	forward	forwarded	fO:w@d	fO:w@dId	reg
7	0	fossilize	fossilized	fOsIlaIz	fOsIlaIzd	reg
12	1	foster	fostered	fOst@r*	fOst@d	reg
132	7	fight	fought	faIt	fO:t	irreg
5	0	foul	fouled	faUl	faUld	reg
1726	96	find	found	faInd	faUnd	irreg
90	5	found	founded	faUnd	faUndId	reg
5	0	founder	foundered	faUnd@r*	faUnd@d	reg
1	0	fox	foxed	fOks	fOkst	reg
8	0	fracture	fractured	fr&ktS@r*	fr&ktS@d	reg
13	1	fragment	fragmented	fr&gmEnt	fr&gmEntId	reg
31	2	frame	framed	freIm	freImd	reg
7	0	fray	frayed	freI	freId	reg
3	0	freak	freaked	fri:k	fri:kt	reg
1	0	freckle	freckled	frEkl,	frEkl,d	reg
31	2	free	freed	fri:	fri:d	reg
1	0	freeze-dry	freeze-dried	fri:zdraI	fri:zdraId	reg
1	0	freight	freighted	freIt	freItId	reg
7	0	frequent	frequented	frIkwEnt	frIkwEntId	reg
1	0	fresco	frescoed	frEsk@U	frEsk@Ud	reg
1	0	freshen	freshened	frESn,	frESn,d	reg
5	0	fret	fretted	frEt	frEtId	reg
34	2	fry	fried	fraI	fraId	reg
46	3	frighten	frightened	fraItn,	fraItn,d	reg
11	1	fringe	fringed	frIndZ	frIndZd	reg
3	0	frisk	frisked	frIsk	frIskt	reg
1	0	frizz	frizzed	frIz	frIzd	reg
1	0	frizzle	frizzled	frIzl,	frIzl,d	reg
2	0	frolic	frolicked	frOlIk	frOlIkt	reg
4	0	front	fronted	frVnt	frVntId	reg
9	1	frost	frosted	frOst	frOstId	reg
1	0	froth	frothed	frOT	frOTt	reg
35	2	frown	frowned	fraUn	fraUnd	reg
23	1	freeze	froze	fri:z	fr@Uz	irreg
48	3	frustrate	frustrated	frVstreIt	frVstreItId	reg
6	0	fuck	fucked	fVk	fVkt	reg
1	0	fuddle	fuddled	fVdl,	fVdl,d	reg
7	0	fuel	fuelled	fjU@l	fjU@ld	reg
36	2	fulfil	fulfilled	fUlfIl	fUlfIld	reg
15	1	fumble	fumbled	fVmbl,	fVmbl,d	reg
2	0	fume	fumed	fju:m	fju:md	reg
7	0	function	functioned	fVNkSn,	fVNkSn,d	reg
15	1	fund	funded	fVnd	fVndId	reg
1	0	funk	funked	fVNk	fVNkt	reg
1	0	funnel	funnelled	fVnl,	fVnl,d	reg
2	0	furl	furled	f3:l	f3:ld	reg
48	3	furnish	furnished	f3:nIS	f3:nISt	reg
3	0	fur	furred	f3:r*	f3:d	reg
4	0	furrow	furrowed	fVr@U	fVr@Ud	reg
2	0	further	furthered	f3:D@r*	f3:D@d	reg
7	0	fuse	fused	fju:z	fju:zd	reg
6	0	fuss	fussed	fVs	fVst	reg
2	0	gabble	gabbled	g&bl,	g&bl,d	reg
4	0	gag	gagged	g&g	g&gd	reg
115	6	gain	gained	geIn	geInd	reg
1	0	gainsay	gainsaid	geInseI	geInseId	irreg
1	0	gall	galled	gO:l	gO:ld	reg
8	0	gallop	galloped	g&l@p	g&l@pt	reg
6	0	galvanize	galvanized	g&lv@naIz	g&lv@naIzd	reg
3	0	gamble	gambled	g&mbl,	g&mbl,d	reg
2	0	gambol	gambolled	g&mbl,	g&mbl,d	reg
6	0	gape	gaped	geIp	geIpt	reg
4	0	garble	garbled	gA:bl,	gA:bl,d	reg
1	0	gargle	gargled	gA:gl,	gA:gl,d	reg
2	0	garland	garlanded	gA:l@nd	gA:l@ndId	reg
2	0	garner	garnered	gA:n@r*	gA:n@d	reg
3	0	garnish	garnished	gA:nIS	gA:nISt	reg
2	0	gash	gashed	g&S	g&St	reg
27	2	gasp	gasped	gA:sp	gA:spt	reg
4	0	gas	gassed	g&s	g&st	reg
1	0	gate	gated	geIt	geItId	reg
131	7	gather	gathered	g&D@r*	g&D@d	reg
3	0	gauge	gauged	geIdZ	geIdZd	reg
1291	72	give	gave	gIv	geIv	irreg
1	0	gawp	gawped	gO:p	gO:pt	reg
54	3	gaze	gazed	geIz	geIzd	reg
1	0	gazette	gazetted	g@zEt	g@zEtId	reg
19	1	gear	geared	gI@r*	gI@d	reg
1	0	gel	gelled	dZEl	dZEld	reg
14	1	generalize	generalized	dZEn@r@laIz	dZEn@r@laIzd	reg
40	2	generate	generated	dZEn@reIt	dZEn@reItId	reg
1	0	genuflect	genuflected	dZEnju:flEkt	dZEnju:flEktId	reg
1	0	germinate	germinated	dZ3:mIneIt	dZ3:mIneItId	reg
2	0	gesticulate	gesticulated	dZEstIkjUleIt	dZEstIkjUleItId	reg
22	1	gesture	gestured	dZEstS@r*	dZEstS@d	reg
1	0	ghost	ghosted	g@Ust	g@UstId	reg
1	0	gibber	gibbered	dZIb@r*	dZIb@d	reg
25	1	giggle	giggled	gIgl,	gIgl,d	reg
15	1	gild	gilded	gIld	gIldId	reg
2	0	gird	girded	g3:d	g3:dId	reg
1	0	girdle	girdled	g3:dl,	g3:dl,d	reg
1	0	gladden	gladdened	gl&dn,	gl&dn,d	reg
1	0	glamorize	glamorized	gl&m@raIz	gl&m@raIzd	reg
116	6	glance	glanced	glA:ns	glA:nst	reg
28	2	glare	glared	glE@r*	glE@d	reg
16	1	glaze	glazed	gleIz	gleIzd	reg
17	1	gleam	gleamed	gli:m	gli:md	reg
5	0	glean	gleaned	gli:n	gli:nd	reg
7	0	glide	glided	glaId	glaIdId	reg
2	0	glimmer	glimmered	glIm@r*	glIm@d	reg
16	1	glimpse	glimpsed	glImps	glImpst	reg
5	0	glint	glinted	glInt	glIntId	reg
6	0	glisten	glistened	glIsn,	glIsn,d	reg
10	1	glitter	glittered	glIt@r*	glIt@d	reg
1	0	gloat	gloated	gl@Ut	gl@UtId	reg
7	0	glorify	glorified	glO:rIfaI	glO:rIfaId	reg
1	0	gloss	glossed	glOs	glOst	reg
19	1	glow	glowed	gl@U	gl@Ud	reg
6	0	glower	glowered	glaU@r*	glaU@d	reg
8	0	glue	glued	glu:	glu:d	reg
1	0	glut	glutted	glVt	glVtId	reg
6	0	gnaw	gnawed	nO:	nO:d	reg
6	0	goad	goaded	g@Ud	g@UdId	reg
4	0	gobble	gobbled	gObl,	gObl,d	reg
1	0	goggle	goggled	gOgl,	gOgl,d	reg
1	0	goof	goofed	gu:f	gu:ft	reg
1	0	gore	gored	gO:r*	gO:d	reg
4	0	gorge	gorged	gO:dZ	gO:dZd	reg
4	0	gossip	gossipped	gOsIp	gOsIpt	reg
3080	172	get	got	gEt	gOt	irreg
4	0	gouge	gouged	gaUdZ	gaUdZd	reg
25	1	govern	governed	gVvn,	gVvn,d	reg
1	0	gown	gowned	gaUn	gaUnd	reg
67	4	grab	grabbed	gr&b	gr&bd	reg
3	0	grace	graced	greIs	greIst	reg
12	1	grade	graded	greId	greIdId	reg
30	2	graduate	graduated	gr&djUeIt	gr&djUeItId	reg
3	0	graft	grafted	grA:ft	grA:ftId	reg
118	7	grant	granted	grA:nt	grA:ntId	reg
3	0	granulate	granulated	gr&njUleIt	gr&njUleItId	reg
1	0	graph	graphed	grA:f	grA:ft	reg
3	0	grapple	grappled	gr&pl,	gr&pl,d	reg
31	2	grasp	grasped	grA:sp	grA:spt	reg
1	0	grass	grassed	grA:s	grA:st	reg
13	1	grate	grated	greIt	greItId	reg
12	1	gratify	gratified	gr&tIfaI	gr&tIfaId	reg
3	0	gravel	gravelled	gr&vl,	gr&vl,d	reg
10	1	graze	grazed	greIz	greIzd	reg
11	1	grease	greased	gri:z	gri:zd	reg
68	4	greet	greeted	gri:t	gri:tId	reg
316	18	grow	grew	gr@U	gru:	irreg
1	0	grey	greyed	greI	greId	reg
7	0	grieve	grieved	gri:v	gri:vd	reg
10	1	grill	grilled	grIl	grIld	reg
9	1	grimace	grimaced	grImeIs	grImeIst	reg
52	3	grin	grinned	grIn	grInd	reg
29	2	grip	gripped	grIp	grIpt	reg
20	1	groan	groaned	gr@Un	gr@Und	reg
7	0	groom	groomed	gru:m	gru:md	reg
2	0	groove	grooved	gru:v	gru:vd	reg
13	1	grope	groped	gr@Up	gr@Upt	reg
1	0	gross	grossed	gr@Us	gr@Ust	reg
54	3	grind	ground	graInd	graUnd	irreg
10	1	ground	grounded	graUnd	graUndId	reg
17	1	group	grouped	gru:p	gru:pt	reg
1	0	grouse	groused	graUs	graUst	reg
1	0	grovel	grovelled	grOvl,	grOvl,d	reg
12	1	growl	growled	graUl	graUld	reg
1	0	grub	grubbed	grVb	grVbd	reg
1	0	grudge	grudged	grVdZ	grVdZd	reg
13	1	grumble	grumbled	grVmbl,	grVmbl,d	reg
20	1	grunt	grunted	grVnt	grVntId	reg
47	3	guarantee	guaranteed	g&r@nti:	g&r@nti:d	reg
33	2	guard	guarded	gA:d	gA:dId	reg
71	4	guess	guessed	gEs	gEst	reg
2	0	guffaw	guffawed	gVfO:	gVfO:d	reg
34	2	guide	guided	gaId	gaIdId	reg
9	1	gulp	gulped	gVlp	gVlpt	reg
5	0	gum	gummed	gVm	gVmd	reg
3	0	gurgle	gurgled	g3:gl,	g3:gl,d	reg
4	0	gush	gushed	gVS	gVSt	reg
9	1	gut	gutted	gVt	gVtId	reg
1	0	gutter	guttered	gVt@r*	gVt@d	reg
2	0	guzzle	guzzled	gVzl,	gVzl,d	reg
1	0	habituate	habituated	h@bItSUeIt	h@bItSUeItId	reg
8	0	hack	hacked	h&k	h&kt	reg
22393	1248	have	had	h&v	h&d	irreg
1	0	haggle	haggled	h&gl,	h&gl,d	reg
16	1	hail	hailed	heIl	heIld	reg
4	0	hallow	hallowed	h&l@U	h&l@Ud	reg
1	0	hallucinate	hallucinated	h@lu:sIneIt	h@lu:sIneItId	reg
27	2	halt	halted	hO:lt	hO:ltId	reg
9	1	halve	halved	hA:v	hA:vd	reg
17	1	hammer	hammered	h&m@r*	h&m@d	reg
11	1	hamper	hampered	h&mp@r*	h&mp@d	reg
2	0	hamstring	hamstrung	h&mstrIN	h&mstrVN	irreg
3	0	handcuff	handcuffed	h&ndkVf	h&ndkVft	reg
155	9	hand	handed	h&nd	h&ndId	reg
32	2	handicap	handicapped	h&ndIk&p	h&ndIk&pt	reg
53	3	handle	handled	h&ndl,	h&ndl,d	reg
1	0	handpick	handpicked	h&ndpIk	h&ndpIkt	reg
28	2	hang	hanged	h&N	h&Nd	reg
688	38	happen	happened	h&p@n	h&p@nd	reg
2	0	harangue	harangued	h@r&N	h@r&Nd	reg
19	1	harass	harassed	h&r@s	h&r@st	reg
5	0	harbour	harboured	hA:b@r*	hA:b@d	reg
18	1	harden	hardened	hA:dn,	hA:dn,d	reg
4	0	hare	hared	hE@r*	hE@d	reg
1	0	hark	harked	hA:k	hA:kt	reg
8	0	harm	harmed	hA:m	hA:md	reg
1	0	harmonize	harmonized	hA:m@naIz	hA:m@naIzd	reg
7	0	harness	harnessed	hA:nIs	hA:nIst	reg
6	0	harry	harried	h&rI	h&rId	reg
2	0	harrow	harrowed	h&r@U	h&r@Ud	reg
9	1	harvest	harvested	hA:vIst	hA:vIstId	reg
1	0	hash	hashed	h&S	h&St	reg
1	0	hassle	hassled	h&sl,	h&sl,d	reg
14	1	hasten	hastened	heIsn,	heIsn,d	reg
7	0	hatch	hatched	h&tS	h&tSt	reg
132	7	hate	hated	heIt	heItId	reg
20	1	haul	hauled	hO:l	hO:ld	reg
30	2	haunt	haunted	hO:nt	hO:ntId	reg
4	0	hawk	hawked	hO:k	hO:kt	reg
2	0	hazard	hazarded	h&z@d	h&z@dId	reg
2	0	haze	hazed	heIz	heIzd	reg
1	0	haze	hazed	heIz	heIzd	reg
78	4	head	headed	hEd	hEdId	reg
3	0	headline	headlined	hEdlaIn	hEdlaInd	reg
17	1	heal	healed	hi:l	hi:ld	reg
16	1	heap	heaped	hi:p	hi:pt	reg
1014	57	hear	heard	hI@r*	h3:d	irreg
2	0	hearten	heartened	hA:tn,	hA:tn,d	reg
32	2	heat	heated	hi:t	hi:tId	reg
21	1	heave	heaved	hi:v	hi:vd	reg
2	0	heckle	heckled	hEkl,	hEkl,d	reg
4	0	hedge	hedged	hEdZ	hEdZd	reg
4	0	heed	heeded	hi:d	hi:dId	reg
2	0	heel	heeled	hi:l	hi:ld	reg
15	1	heighten	heightened	haItn,	haItn,d	reg
765	43	hold	held	h@Uld	hEld	irreg
278	15	help	helped	hElp	hElpt	reg
5	0	hem	hemmed	hEm	hEmd	reg
8	0	herald	heralded	hEr@ld	hEr@ldId	reg
8	0	herd	herded	h3:d	h3:dId	reg
64	4	hesitate	hesitated	hEzIteIt	hEzIteItId	reg
1	0	hiccup	hiccupped	hIkVp	hIkVpt	reg
43	2	hide	hid	haId	hId	irreg
10	1	highlight	highlighted	haIlaIt	haIlaItId	reg
2	0	hijack	hijacked	haIdZ&k	haIdZ&kt	reg
2	0	hike	hiked	haIk	haIkt	reg
5	0	hinder	hindered	hInd@r*	hInd@d	reg
6	0	hinge	hinged	hIndZ	hIndZd	reg
21	1	hint	hinted	hInt	hIntId	reg
62	3	hire	hired	haI@r*	haI@d	reg
15	1	hiss	hissed	hIs	hIst	reg
7	0	hitch	hitched	hItS	hItSt	reg
1	0	hitchhike	hitchhiked	hItShaIk	hItShaIkt	reg
1	0	hive	hived	haIv	haIvd	reg
3	0	hoard	hoarded	hO:d	hO:dId	reg
11	1	hobble	hobbled	hObl,	hObl,d	reg
1	0	hoe	hoed	h@U	h@Ud	reg
9	1	hoist	hoisted	hOIst	hOIstId	reg
5	0	hole	holed	h@Ul	h@Uld	reg
1	0	holiday	holidayed	hOl@deI	hOl@deId	reg
2	0	holler	hollered	hOl@r*	hOl@d	reg
2	0	home	homed	h@Um	h@Umd	reg
2	0	homogenize	homogenized	hOmOdZ@naIz	hOmOdZ@naIzd	reg
2	0	hone	honed	h@Un	h@Und	reg
1	0	honeycomb	honeycombed	hVnIk@Um	hVnIk@Umd	reg
3	0	honk	honked	hONk	hONkt	reg
26	1	honour	honoured	On@r*	On@d	reg
1	0	hood	hooded	hUd	hUdId	reg
2	0	hoodwink	hoodwinked	hUdwINk	hUdwINkt	reg
37	2	hook	hooked	hUk	hUkt	reg
1	0	hoop	hooped	hu:p	hu:pt	reg
5	0	hoot	hooted	hu:t	hu:tId	reg
212	12	hope	hoped	h@Up	h@Upt	reg
13	1	hop	hopped	hOp	hOpt	reg
35	2	horrify	horrified	hOrIfaI	hOrIfaId	reg
7	0	hospitalize	hospitalized	hOspItl,aIz	hOspItl,aIzd	reg
2	0	host	hosted	h@Ust	h@UstId	reg
5	0	hound	hounded	haUnd	haUndId	reg
36	2	house	housed	haUz	haUzd	reg
4	0	heave	hove	hi:v	h@Uv	irreg
18	1	hover	hovered	hOv@r*	hOv@d	reg
10	1	howl	howled	haUl	haUld	reg
27	2	huddle	huddled	hVdl,	hVdl,d	reg
1	0	huff	huffed	hVf	hVft	reg
19	1	hug	hugged	hVg	hVgd	reg
3	0	humanize	humanized	hju:m@naIz	hju:m@naIzd	reg
2	0	humble	humbled	hVmbl,	hVmbl,d	reg
13	1	humiliate	humiliated	hju:mIlIeIt	hju:mIlIeItId	reg
11	1	hum	hummed	hVm	hVmd	reg
2	0	humour	humoured	hju:m@r*	hju:m@d	reg
7	0	hump	humped	hVmp	hVmpt	reg
24	1	hunch	hunched	hVntS	hVntSt	reg
200	11	hang	hung	h&N	hVN	irreg
2	0	hunger	hungered	hVNg@r*	hVNg@d	reg
30	2	hunt	hunted	hVnt	hVntId	reg
28	2	hurl	hurled	h3:l	h3:ld	reg
66	4	hurry	hurried	hVrI	hVrId	reg
5	0	hurtle	hurtled	h3:tl,	h3:tl,d	reg
1	0	husband	husbanded	hVzb@nd	hVzb@ndId	reg
16	1	hush	hushed	hVS	hVSt	reg
8	0	hustle	hustled	hVsl,	hVsl,d	reg
1	0	hydrate	hydrated	haIdreIt	haIdreItId	reg
13	1	hypnotize	hypnotized	hIpn@taIz	hIpn@taIzd	reg
11	1	ice	iced	aIs	aIst	reg
9	1	idealize	idealized	aIdI@laIz	aIdI@laIzd	reg
113	6	identify	identified	aIdEntIfaI	aIdEntIfaId	reg
1	0	idle	idled	aIdl,	aIdl,d	reg
2	0	idolize	idolized	aId@laIz	aId@laIzd	reg
3	0	ignite	ignited	IgnaIt	IgnaItId	reg
108	6	ignore	ignored	IgnO:r*	IgnO:d	reg
2	0	ill-treat	ill-treated	Iltri:t	Iltri:tId	reg
22	1	illuminate	illuminated	Ilu:mIneIt	Ilu:mIneItId	reg
1	0	illumine	illumined	Ilu:mIn	Ilu:mInd	reg
53	3	illustrate	illustrated	Il@streIt	Il@streItId	reg
105	6	imagine	imagined	Im&dZIn	Im&dZInd	reg
1	0	imbibe	imbibed	ImbaIb	ImbaIbd	reg
13	1	imitate	imitated	ImIteIt	ImIteItId	reg
12	1	immerse	immersed	Im3:s	Im3:st	reg
4	0	immobilize	immobilized	Im@UbIlaIz	Im@UbIlaIzd	reg
1	0	immolate	immolated	Im@UleIt	Im@UleItId	reg
2	0	immortalize	immortalized	ImO:t@laIz	ImO:t@laIzd	reg
2	0	immunize	immunized	Imju:naIz	Imju:naIzd	reg
1	0	immure	immured	ImjU@r*	ImjU@d	reg
2	0	impact	impacted	Imp&kt	Imp&ktId	reg
12	1	impair	impaired	ImpE@r*	ImpE@d	reg
4	0	impale	impaled	ImpeIl	ImpeIld	reg
6	0	impart	imparted	ImpA:t	ImpA:tId	reg
1	0	impeach	impeached	Impi:tS	Impi:tSt	reg
6	0	impede	impeded	Impi:d	Impi:dId	reg
9	1	impel	impelled	ImpEl	ImpEld	reg
1	0	imperil	imperilled	ImpEr@l	ImpEr@ld	reg
1	0	impersonate	impersonated	Imp3:s@neIt	Imp3:s@neItId	reg
7	0	implant	implanted	ImplA:nt	ImplA:ntId	reg
21	1	implement	implemented	ImplImEnt	ImplImEntId	reg
9	1	implicate	implicated	ImplIkeIt	ImplIkeItId	reg
46	3	imply	implied	ImplaI	ImplaId	reg
6	0	implore	implored	ImplO:r*	ImplO:d	reg
48	3	import	imported	ImpO:t	ImpO:tId	reg
1	0	importune	importuned	ImpO:tju:n	ImpO:tju:nd	reg
75	4	impose	imposed	Imp@Uz	Imp@Uzd	reg
3	0	impound	impounded	ImpaUnd	ImpaUndId	reg
16	1	impoverish	impoverished	ImpOv@rIS	ImpOv@rISt	reg
4	0	impregnate	impregnated	ImprEgneIt	ImprEgneItId	reg
103	6	impress	impressed	ImprEs	ImprEst	reg
8	0	imprint	imprinted	ImprInt	ImprIntId	reg
31	2	imprison	imprisoned	ImprIzn,	ImprIzn,d	reg
111	6	improve	improved	Impru:v	Impru:vd	reg
8	0	improvise	improvised	Impr@vaIz	Impr@vaIzd	reg
1	0	impugn	impugned	Impju:n	Impju:nd	reg
4	0	inaugurate	inaugurated	InO:gjUreIt	InO:gjUreItId	reg
4	0	incapacitate	incapacitated	Ink@p&sIteIt	Ink@p&sIteItId	reg
3	0	incarcerate	incarcerated	InkA:s@reIt	InkA:s@reItId	reg
1	0	incarnate	incarnated	InkA:neIt	InkA:neItId	reg
7	0	incense	incensed	InsEns	InsEnst	reg
4	0	inch	inched	IntS	IntSt	reg
1	0	incinerate	incinerated	InsIn@reIt	InsIn@reItId	reg
2	0	incise	incised	InsaIz	InsaIzd	reg
2	0	incite	incited	InsaIt	InsaItId	reg
11	1	incline	inclined	InklaIn	InklaInd	reg
169	9	include	included	Inklu:d	Inklu:dId	reg
1	0	inconvenience	inconvenienced	Ink@nvi:nj@ns	Ink@nvi:nj@nst	reg
27	2	incorporate	incorporated	InkO:p@reIt	InkO:p@reItId	reg
277	15	increase	increased	Inkri:s	Inkri:st	reg
1	0	incriminate	incriminated	InkrImIneIt	InkrImIneItId	reg
2	0	inculcate	inculcated	InkVlkeIt	InkVlkeItId	reg
11	1	incur	incurred	Ink3:r*	Ink3:d	reg
1	0	indent	indented	IndEnt	IndEntId	reg
2	0	index	indexed	IndEks	IndEkst	reg
103	6	indicate	indicated	IndIkeIt	IndIkeItId	reg
8	0	indict	indicted	IndaIt	IndaItId	reg
4	0	individualize	individualized	IndIvIdZU@laIz	IndIvIdZU@laIzd	reg
2	0	indoctrinate	indoctrinated	IndOktrIneIt	IndOktrIneItId	reg
25	1	induce	induced	Indju:s	Indju:st	reg
16	1	indulge	indulged	IndVldZ	IndVldZd	reg
29	2	industrialize	industrialized	IndVstrI@laIz	IndVstrI@laIzd	reg
1	0	inebriate	inebriated	Ini:brIeIt	Ini:brIeItId	reg
29	2	infect	infected	InfEkt	InfEktId	reg
5	0	infer	inferred	Inf3:r*	Inf3:d	reg
5	0	infest	infested	InfEst	InfEstId	reg
8	0	infiltrate	infiltrated	InfIltreIt	InfIltreItId	reg
5	0	inflame	inflamed	InfleIm	InfleImd	reg
5	0	inflate	inflated	InfleIt	InfleItId	reg
1	0	inflect	inflected	InflEkt	InflEktId	reg
65	4	influence	influenced	InflU@ns	InflU@nst	reg
79	4	inform	informed	InfO:m	InfO:md	reg
1	0	infringe	infringed	InfrIndZ	InfrIndZd	reg
6	0	infuriate	infuriated	InfjU@rIeIt	InfjU@rIeItId	reg
3	0	infuse	infused	Infju:z	Infju:zd	reg
2	0	ingest	ingested	IndZEst	IndZEstId	reg
24	1	inhabit	inhabited	Inh&bIt	Inh&bItId	reg
10	1	inhale	inhaled	InheIl	InheIld	reg
64	4	inherit	inherited	InhErIt	InhErItId	reg
9	1	inhibit	inhibited	InhIbIt	InhIbItId	reg
2	0	initial	initialled	InISl,	InISl,d	reg
30	2	initiate	initiated	InISIeIt	InISIeItId	reg
12	1	inject	injected	IndZEkt	IndZEktId	reg
23	1	injure	injured	IndZ@r*	IndZ@d	reg
1	0	ink	inked	INk	INkt	reg
2	0	inlay	inlaid	InleI	InleId	reg
2	0	inoculate	inoculated	InOkjUleIt	InOkjUleItId	reg
48	3	inquire	inquired	InkwaI@r*	InkwaI@d	reg
11	1	inscribe	inscribed	InskraIb	InskraIbd	reg
